,TeamA,TeamB,Stadium,Round,TeamA_Position,TeamB_Position,Attendance,TeamA_win_sum,TeamA_loss_sum,sum_goals_A,TeamA_draw_sum,TeamB_win_sum,TeamB_loss_sum,sum_goals_B,TeamB_draw_sum,Match_hour,Match_minute,Match_month,Match_day,Match_year,Match_day_name,Match_date_hijri_day,Match_date_hijri_month,feelslike,feelslikemax,feelslikemin,temp max:,temp min:,humidity:,precip:,preciptype:,visibility:,solarradiation:,solarenergy:,uvindex:,windspeed:,conditions:,description:
59,Al-Fateh,Al-Ittihad Club (Jeddah),Prince Abdullah bin Jalawi Stadium,9,8,6,7012,2,1,5,1,2,2,8,0,5,45,11,1,2017,Wednesday,12,2,26.1,32.5,20.9,35.2,20.9,29.8,0,,5.2,211.2,18.2,8,16.6,Clear,Clear conditions throughout the day.
72,Al-Nassr Riad,Al-Ittihad Club (Jeddah),Prince Faisal bin Fahad Stadium,11,4,8,15523,1,1,7,2,3,2,10,0,5,40,11,23,2017,Thursday,5,3,15.6,18,12.1,18,12.1,78.5,6.1,['rain'],8.8,95,8.3,4,24.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
81,Ettifaq FC,Al-Ittihad Club (Jeddah),Prince Mohamed bin Fahd Stadium,12,11,6,2665,2,3,8,0,3,3,10,0,5,40,11,30,2017,Thursday,12,3,21.4,27.1,16,27,16,58.7,0,,9.8,172.3,15,6,27.2,Clear,Clear conditions throughout the day.
96,Al-Batin FC,Al-Ittihad Club (Jeddah),Al-Batin Club Stadium,14,6,5,3217,1,2,6,3,4,3,12,0,3,45,12,16,2017,Saturday,28,3,13.6,20,6.3,20,9,61.7,0,,9.6,162.7,14.1,6,25.9,Clear,Clear conditions throughout the day.
117,Al-Hilal Saudi FC,Al-Ittihad Club (Jeddah),King Fahd International Stadium,17,1,6,26602,6,0,12,2,5,3,14,0,6,0,1,13,2018,Saturday,26,4,12.9,23,3.8,23,3.8,20,0,,10,225.6,19.5,8,9.3,Clear,Clear conditions throughout the day.
129,Ohod Al-Medina,Al-Ittihad Club (Jeddah),Prince Mohammed bin Abdul Aziz Stadium,19,13,6,16529,2,5,12,3,5,3,15,1,2,5,1,30,2018,Tuesday,13,5,16.8,22,11,22,11,21,0,,10,221.9,19.1,8,29.5,Clear,Clear conditions throughout the day.
144,Al-Qadsiah FC,Al-Ittihad Club (Jeddah),Prince Saud bin Jalawi Stadium,21,13,7,4032,2,4,10,3,6,3,16,1,6,20,2,9,2018,Friday,23,5,17.3,24.9,11.1,24.9,11.1,38.7,0,,9.2,221,19,8,30.7,Clear,Clear conditions throughout the day.
156,Al-Shabab Club (Riyadh),Al-Ittihad Club (Jeddah),Prince Faisal bin Fahad Stadium,23,10,8,3965,3,6,15,2,6,3,16,2,6,30,3,1,2018,Thursday,13,6,18.7,24.1,16,24.1,16,69.6,0,,8.1,241.9,20.8,9,24.1,Partially cloudy,Partly cloudy throughout the day.
179,Al-Raed,Al-Ittihad Club (Jeddah),King Abdullah Sport City Stadium,26,13,9,1864,2,5,16,5,6,4,16,2,6,5,4,12,2018,Thursday,26,7,26.4,30.6,21,32,21,37.4,0,,6.7,334.2,29,10,20.5,Clear,Clear conditions throughout the day.
6,Al-Faisaly FC,Al-Nassr Riad,Al Majma'ah Sports City Stadium,1,13,2,892,0,0,0,0,0,0,0,0,8,55,8,12,2017,Saturday,20,11,33.7,44.2,25.9,44.2,26.5,12.7,0,,,325.1,28.2,10,16.6,Partially cloudy,Partly cloudy throughout the day.
20,Al-Ahli Saudi FC,Al-Nassr Riad,King Abdullah Sports City,3,6,5,10108,1,0,4,0,1,0,3,0,7,25,9,17,2017,Sunday,26,12,38.8,44.9,32.9,37.6,29.5,55.4,0,,10,192.5,16.6,6,21.1,Clear,Clear conditions throughout the day.
31,Al-Shabab Club (Riyadh),Al-Nassr Riad,Prince Faisal bin Fahad Stadium,5,9,5,3688,1,2,6,0,1,0,4,1,7,15,9,29,2017,Friday,9,1,28.7,34.9,21,38.1,21,10.2,0,,10,292.2,25.2,10,16.6,Clear,Clear conditions throughout the day.
44,Ohod Al-Medina,Al-Nassr Riad,Prince Mohammed bin Abdul Aziz Stadium,7,12,4,7866,0,1,0,0,2,0,5,1,6,55,10,19,2017,Thursday,29,1,28.6,34,22,37,22,7.7,0,,10,254.8,22.1,9,18.4,Clear,Clear conditions throughout the day.
62,Al-Batin FC,Al-Nassr Riad,Al-Batin Club Stadium,9,5,4,2437,1,2,4,1,2,0,7,2,3,40,12,4,2017,Monday,16,3,13.4,21.1,4.8,21.1,7,46.4,0,,10,192.1,16.6,7,14.8,Clear,Clear conditions throughout the day.
66,Al-Raed,Al-Nassr Riad,King Abdullah Sport City Stadium,10,14,3,3866,0,2,6,2,2,0,8,3,5,40,11,17,2017,Friday,28,2,21.1,26.9,14,28,14,36.5,0,,10,199.7,17.3,8,22.3,Clear,Clear conditions throughout the day.
87,Al-Qadsiah FC,Al-Nassr Riad,Prince Saud bin Jalawi Stadium,13,8,3,1826,1,0,4,3,3,0,13,3,5,40,12,9,2017,Saturday,21,3,14.4,19.9,10.1,19.9,10.1,41.2,0,,7.3,167.3,14.4,6,40.2,Clear,Clear conditions throughout the day.
101,Ettifaq FC,Al-Nassr Riad,Prince Mohamed bin Fahd Stadium,15,12,4,1878,2,4,9,0,3,1,15,3,6,30,12,22,2017,Friday,4,4,18.1,26.6,11.9,27.8,11.9,53.2,0,,6.1,180,15.7,7,12.4,Clear,Clear conditions throughout the day.
113,Al-Fayha FC,Al-Nassr Riad,King Salman Bin Abdulaziz Sport City Stadium,17,7,4,1368,4,3,13,1,3,2,17,3,6,0,1,11,2018,Thursday,24,4,9.1,18.8,1.6,18.8,3.9,16.8,0,,,213,18.2,8,15.1,Clear,Clear conditions throughout the day.
130,Al-Taawoun FC,Al-Nassr Riad,King Abdullah Sport City Stadium,19,5,4,3042,4,1,14,2,3,3,17,3,4,25,1,30,2018,Tuesday,13,5,11.8,19,5,19,5,50.8,0,,10,226.2,19.4,8,9.4,Clear,Clear conditions throughout the day.
141,Al-Hilal Saudi FC,Al-Nassr Riad,King Fahd International Stadium,21,1,3,18968,7,0,15,3,3,4,17,3,6,20,2,8,2018,Thursday,22,5,18.2,26,8,27,8,13,0,,10,246.8,21.3,9,12.6,Clear,Clear conditions throughout the day.
167,Al-Ittihad Club (Jeddah),Al-Nassr Riad,King Abdullah Sports City,24,10,3,16158,1,3,12,7,3,4,19,4,6,45,3,10,2018,Saturday,22,6,27.6,33.5,22.5,33.3,22.5,60.6,0,,9.9,282.8,24.3,10,18.5,Clear,Clear conditions throughout the day.
172,Al-Fateh,Al-Nassr Riad,Prince Abdullah bin Jalawi Stadium,25,4,3,3404,5,3,16,3,4,4,22,4,5,40,4,7,2018,Saturday,21,7,26.9,32.5,22,34.1,22,44.4,0.4,['rain'],9.4,279.6,24,10,24.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
9,Al-Ahli Saudi FC,Al-Fateh,King Abdullah Sports City,2,5,14,11980,0,0,0,0,0,0,0,0,7,50,8,17,2017,Thursday,25,11,39.7,42.3,35.9,38.8,30.7,50.5,0,,9.8,133.7,11.8,4,18.5,Partially cloudy,Partly cloudy throughout the day.
23,Ohod Al-Medina,Al-Fateh,Prince Mohammed bin Abdul Aziz Stadium,4,12,8,1570,0,0,0,0,0,1,0,0,6,0,9,22,2017,Friday,2,1,33.6,37.3,28.9,41,31,7.8,0,,10,270.7,23.4,9,18.4,Clear,Clear conditions throughout the day.
28,Al-Batin FC,Al-Fateh,Al-Batin Club Stadium,5,3,8,2713,1,1,3,0,1,1,2,0,5,30,9,28,2017,Thursday,8,1,33.3,42.7,25.1,42,25.1,30.3,0,,10,260.3,22.6,9,18.4,Clear,Clear conditions throughout the day.
54,Al-Shabab Club (Riyadh),Al-Fateh,Prince Faisal bin Fahad Stadium,8,10,6,1153,1,4,8,0,1,1,2,1,5,0,10,27,2017,Friday,7,2,24.2,29.9,17,32.1,17,19.8,0,,10,250.8,21.6,9,14.8,Clear,Clear conditions throughout the day.
67,Al-Fayha FC,Al-Fateh,King Salman Bin Abdulaziz Sport City Stadium,10,13,6,279,1,2,5,1,1,1,3,2,3,50,11,18,2017,Saturday,29,2,20,26.9,13.3,28.4,13.3,25.1,0,,,196,16.9,7,22.7,Partially cloudy,Partly cloudy throughout the day.
78,Al-Nassr Riad,Al-Fateh,Prince Faisal bin Fahad Stadium,12,3,7,4116,2,1,8,2,2,1,6,2,5,40,11,29,2017,Wednesday,11,3,18.6,24,13,24,13,61.8,0,,9.2,190.7,16.5,7,11.2,Clear,Clear conditions throughout the day.
95,Al-Taawoun FC,Al-Fateh,King Abdullah Sport City Stadium,14,7,9,2643,3,1,10,1,2,2,7,2,1,15,12,16,2017,Saturday,28,3,12,18.1,5.2,18.1,7,63.7,0,,10,192.1,16.7,7,14.8,Clear,Clear conditions throughout the day.
106,Al-Raed,Al-Fateh,King Abdullah Sport City Stadium,16,14,11,2583,1,3,11,4,2,2,7,3,1,20,12,28,2017,Thursday,10,4,14.2,23,7,23,7,57.5,0,,10,168.4,14.4,7,14.8,Clear,Clear conditions throughout the day.
126,Al-Qadsiah FC,Al-Fateh,Prince Saud bin Jalawi Stadium,19,12,9,498,2,3,9,3,2,2,9,4,4,0,1,29,2018,Monday,12,5,13.6,19.9,6.6,19.9,9.2,46.3,0,,10.1,210.9,18.2,8,25.3,Clear,Clear conditions throughout the day.
134,Ettifaq FC,Al-Fateh,Prince Mohamed bin Fahd Stadium,20,10,9,2768,3,4,12,1,3,2,13,4,4,5,2,3,2018,Saturday,17,5,14.4,21.9,6.6,21.9,9.1,39.3,0,,9.9,215.4,18.5,8,29.3,Clear,Clear conditions throughout the day.
153,Al-Ittihad Club (Jeddah),Al-Fateh,King Abdullah Sports City,22,7,8,11272,1,3,12,6,3,3,14,4,6,30,2,17,2018,Saturday,1,6,26.8,31.1,23.7,29.5,23.7,61.4,0,,9.9,191.5,16.5,7,26.7,Partially cloudy,Partly cloudy throughout the day.
164,Al-Faisaly FC,Al-Fateh,Al Majma'ah Sports City Stadium,24,5,4,1022,5,4,16,2,3,3,14,5,4,45,3,10,2018,Saturday,22,6,21.7,30,14.5,32.3,14.5,15.6,0,,,287.2,24.7,10,22.3,Clear,Clear conditions throughout the day.
180,Al-Hilal Saudi FC,Al-Fateh,Mrsool Park,26,1,4,23206,8,0,18,4,4,3,16,5,7,40,4,12,2018,Thursday,26,7,25.7,30,20.1,32,20.1,28.2,0,,7,322.8,27.9,10,46.4,Partially cloudy,Becoming cloudy in the afternoon.
0,Al-Fateh,Al-Taawoun FC,Prince Abdullah bin Jalawi Stadium,1,14,1,1814,0,0,0,0,0,0,0,0,6,0,8,10,2017,Thursday,18,11,37.5,46.7,28.2,46.7,29,19.1,0,,9.6,333.2,28.9,10,16.6,Clear,Clear conditions throughout the day.
18,Al-Fayha FC,Al-Taawoun FC,King Salman Bin Abdulaziz Sport City Stadium,3,13,7,839,0,1,2,0,1,0,4,0,5,40,9,16,2017,Saturday,25,12,30.5,37.7,24.5,41.5,24.5,11.3,0,,,289.5,25,10,16.2,Clear,Clear conditions throughout the day.
27,Al-Raed,Al-Taawoun FC,King Abdullah Sport City Stadium,4,14,9,17003,0,1,2,0,1,0,5,1,7,20,9,23,2017,Saturday,3,1,32.3,38.4,26,39,26,25.1,0,,10,221.1,19,8,24.1,Clear,Clear conditions throughout the day.
40,Al-Nassr Riad,Al-Taawoun FC,King Fahd International Stadium,6,5,10,1915,0,0,4,2,1,0,7,2,7,0,10,15,2017,Sunday,25,1,28.1,34.9,21,38,21,14,0,,10,269,23.2,9,11.2,Clear,Clear conditions throughout the day.
74,Al-Batin FC,Al-Taawoun FC,Al-Batin Club Stadium,11,5,7,1217,1,2,5,2,1,1,8,2,1,5,11,25,2017,Saturday,7,3,13.6,20.8,7.1,20.8,7.8,60.3,0,,10,173.3,14.9,7,13,Clear,Clear conditions throughout the day.
79,Al-Shabab Club (Riyadh),Al-Taawoun FC,King Fahd International Stadium,12,9,8,553,1,4,9,1,1,1,9,3,3,45,11,30,2017,Thursday,12,3,20.2,25,14.8,25,14.8,49.6,0,,10,195,16.8,7,11.2,Clear,Clear conditions throughout the day.
103,Al-Hilal Saudi FC,Al-Taawoun FC,King Fahd International Stadium,15,1,9,3475,5,0,11,2,1,2,10,3,5,45,12,24,2017,Sunday,6,4,18.4,27.4,8.8,29,8.8,24.2,0,,9,206.6,17.6,8,16.6,Clear,Clear conditions throughout the day.
119,Al-Ittihad Club (Jeddah),Al-Taawoun FC,King Abdullah Sports City,18,8,7,13744,1,2,10,5,1,3,10,3,6,30,3,5,2018,Monday,17,6,27.1,31,24,29.8,24,64.3,0,,10,269.9,23.2,9,18.3,Partially cloudy,Partly cloudy throughout the day.
133,Al-Faisaly FC,Al-Taawoun FC,Al Majma'ah Sports City Stadium,20,4,5,852,4,3,14,2,2,3,15,3,1,40,2,3,2018,Saturday,17,5,9.2,18.5,1.9,18.5,4.1,30.3,0,,,234.6,20.2,8,21.6,Clear,Clear conditions throughout the day.
143,Ohod Al-Medina,Al-Taawoun FC,Prince Mohammed bin Abdul Aziz Stadium,21,12,5,10041,2,6,12,3,3,3,16,3,4,55,2,9,2018,Friday,23,5,22.5,27.5,17,29,17,8.3,0,,10,238.7,20.6,9,18.4,Clear,Clear conditions throughout the day.
155,Al-Ahli Saudi FC,Al-Taawoun FC,King Abdullah Sports City,23,2,6,29321,8,0,31,2,3,4,16,3,6,30,3,1,2018,Thursday,13,6,24.6,28.2,20.9,29.6,20.9,45.4,0,,10,262.6,22.6,9,23.8,Clear,Clear conditions throughout the day.
175,Ettifaq FC,Al-Taawoun FC,Prince Mohamed bin Fahd Stadium,26,5,7,970,6,4,20,2,3,5,17,3,5,40,4,12,2018,Thursday,26,7,25.3,29.2,22,29.9,22,63.1,0.3,['rain'],9.6,276.8,24,9,34.9,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.
2,Al-Qadsiah FC,Al-Raed,Prince Saud bin Jalawi Stadium,1,6,10,655,0,0,0,0,0,0,0,0,6,0,8,11,2017,Friday,19,11,44.4,49,39.1,44.7,31.6,47.5,0,,9.2,316.5,27.4,10,22.4,Clear,Clear conditions throughout the day.
15,Al-Fateh,Al-Raed,Prince Abdullah bin Jalawi Stadium,3,12,14,871,0,1,1,0,0,1,1,0,5,25,9,15,2017,Friday,24,12,32.1,38.8,26.9,42.8,28,18.1,0,,10,290.3,25.1,10,86.9,Clear,Clear conditions throughout the day.
34,Al-Ahli Saudi FC,Al-Raed,King Abdullah Sports City,5,2,14,5310,1,0,5,1,0,2,1,0,7,15,9,30,2017,Saturday,10,1,37.6,42.6,31.9,36.5,27.8,64.8,0,,9.8,184.9,15.8,6,22.1,Clear,Clear conditions throughout the day.
51,Al-Batin FC,Al-Raed,Al-Batin Club Stadium,8,5,13,1217,1,1,3,1,0,3,4,0,5,0,10,26,2017,Thursday,6,2,29.3,38.4,21.1,39,21.1,35.1,0,,10,223.2,19.4,8,18.4,Clear,Clear conditions throughout the day.
56,Ettifaq FC,Al-Raed,Prince Mohamed bin Fahd Stadium,9,10,13,646,1,3,6,0,1,3,9,0,3,35,10,31,2017,Tuesday,11,2,28.1,33.3,22,36,22,36.8,0,,9.7,221.8,19.2,8,18.2,Clear,Clear conditions throughout the day.
86,Al-Ittihad Club (Jeddah),Al-Raed,King Abdullah Sports City,13,5,14,3470,0,1,5,4,1,4,9,0,5,40,12,9,2017,Saturday,21,3,26.8,31.4,23.5,33.4,23.5,29.3,0,,7.1,180.6,15.7,7,21.4,Clear,Clear conditions throughout the day.
98,Al-Faisaly FC,Al-Raed,Al Majma'ah Sports City Stadium,15,3,14,612,3,3,10,1,1,5,10,0,3,55,12,21,2017,Thursday,3,4,13.7,23.6,5.3,23.6,7.4,30.8,0,,,194,16.7,7,18.4,Clear,Clear conditions throughout the day.
131,Al-Hilal Saudi FC,Al-Raed,Prince Faisal bin Fahad Stadium,19,1,14,3365,6,0,13,3,1,5,12,1,6,10,1,30,2018,Tuesday,13,5,11.5,16.9,6.9,16.9,6.9,34.5,0,,10,145.5,12.3,5,10,Clear,Clear conditions throughout the day.
138,Al-Shabab Club (Riyadh),Al-Raed,King Fahd International Stadium,20,8,14,587,3,5,14,1,1,6,13,1,4,20,2,4,2018,Sunday,18,5,12.4,21,3.8,21,4,20.9,0,,10,244.4,21.1,9,16.6,Clear,Clear conditions throughout the day.
160,Al-Nassr Riad,Al-Raed,Prince Faisal bin Fahad Stadium,23,3,14,3148,6,2,18,3,1,6,13,2,4,35,3,3,2018,Saturday,15,6,19.3,24,13,24,13,44.2,0,,10,271,23.3,9,9.4,Clear,Clear conditions throughout the day.
161,Ohod Al-Medina,Al-Raed,Prince Mohammed bin Abdul Aziz Stadium,24,14,13,2322,3,6,13,3,1,7,16,2,5,10,3,9,2018,Friday,21,6,27.2,32.4,21,35,21,10.2,0,,10,287.2,24.6,10,38.9,Clear,Clear conditions throughout the day.
168,Al-Fayha FC,Al-Raed,King Salman Bin Abdulaziz Sport City Stadium,25,7,13,941,6,3,19,3,2,7,19,2,7,40,4,6,2018,Friday,20,7,22.8,28.1,18.6,29.1,18.6,54.2,0.3,['rain'],,155.3,13.4,6,33.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
8,Al-Raed,Al-Faisaly FC,King Abdullah Sport City Stadium,2,12,9,2191,0,0,0,0,0,0,0,0,6,20,8,17,2017,Thursday,25,11,37.6,45.8,30.4,45.8,32,22.2,0,,8.4,302.6,26.2,10,40.7,Partially cloudy,Partly cloudy throughout the day.
26,Al-Qadsiah FC,Al-Faisaly FC,Prince Saud bin Jalawi Stadium,4,5,4,929,1,0,2,0,1,0,3,0,5,15,9,23,2017,Saturday,3,1,34.8,40.8,28.6,40.8,27,46,0,,10,277.8,24,9,19.5,Clear,Clear conditions throughout the day.
46,Al-Taawoun FC,Al-Faisaly FC,King Abdullah Sport City Stadium,7,7,5,2877,0,1,1,0,1,0,4,1,6,55,10,20,2017,Friday,30,1,27.5,35.7,19.7,38,19.7,26.3,0,,9.8,242.5,20.8,9,22.3,Clear,Clear conditions throughout the day.
61,Ohod Al-Medina,Al-Faisaly FC,Prince Mohammed bin Abdul Aziz Stadium,9,14,3,2408,0,1,2,1,1,1,4,1,5,45,11,4,2017,Saturday,15,2,27.1,30.1,22,32,22,38.6,0,,10,223,19.1,8,18.4,Clear,Clear conditions throughout the day.
84,Al-Shabab Club (Riyadh),Al-Faisaly FC,King Fahd International Stadium,13,10,4,878,2,4,11,1,2,1,7,1,3,45,12,8,2017,Friday,20,3,11.1,15,6.4,15,8,29.7,0,,6,181.7,15.7,7,25.9,Clear,Clear conditions throughout the day.
92,Al-Nassr Riad,Al-Faisaly FC,King Fahd International Stadium,14,3,4,1166,3,1,11,2,3,1,8,1,5,40,12,14,2017,Thursday,26,3,16.1,26,8.9,26,8.9,16.8,0,,10,201.7,17.3,8,9.4,Clear,Clear conditions throughout the day.
108,Al-Ittihad Club (Jeddah),Al-Faisaly FC,King Abdullah Sports City,16,5,4,4382,1,2,7,4,3,1,9,2,6,20,12,28,2017,Thursday,10,4,27,31.8,23,31.2,23,59.7,0,,9.8,199.3,17,7,17.5,Clear,Clear conditions throughout the day.
120,Ettifaq FC,Al-Faisaly FC,Prince Mohamed bin Fahd Stadium,18,11,4,1618,3,4,12,0,3,1,12,3,4,25,3,6,2018,Tuesday,18,6,24.4,31.5,17.1,33.9,17.1,43.9,0,,9.1,255.3,22.1,9,19.3,Clear,Clear conditions throughout the day.
128,Al-Fayha FC,Al-Faisaly FC,King Salman Bin Abdulaziz Sport City Stadium,19,7,3,1403,5,3,14,1,3,1,12,4,6,10,1,29,2018,Monday,12,5,6.8,16.1,-1.1,16.1,1.6,42.4,0,,,227.3,19.5,8,14,Clear,Clear conditions throughout the day.
140,Al-Ahli Saudi FC,Al-Faisaly FC,King Abdullah Sports City,21,2,4,9595,7,0,29,2,3,1,14,5,6,20,2,8,2018,Thursday,22,5,24.7,29.5,19.3,30,19.3,60.5,0,,9.7,226.5,19.6,8,15.6,Clear,Clear conditions throughout the day.
159,Al-Hilal Saudi FC,Al-Faisaly FC,King Fahd International Stadium,23,1,4,22483,7,0,17,4,3,2,15,5,6,30,3,2,2018,Friday,14,6,18.2,22.1,14,22.1,14,58.2,0,,9.8,178.7,15.4,7,16.6,Partially cloudy,Clearing in the afternoon.
173,Al-Batin FC,Al-Faisaly FC,Al-Batin Club Stadium,25,11,6,874,1,6,12,4,3,3,15,5,6,0,4,7,2018,Saturday,21,7,22.8,27.5,18,28,18,53.7,0,,10,253.9,21.9,9,29.5,Partially cloudy,Becoming cloudy in the afternoon.
21,Al-Ittihad Club (Jeddah),Al-Hilal Saudi FC,King Abdullah Sports City,4,10,1,35389,0,1,1,0,0,0,0,0,7,20,9,21,2017,Thursday,1,1,37.3,43.7,32.6,37.8,28.8,56.1,0,,10,261.6,22.6,9,23.4,Clear,Clear conditions throughout the day.
41,Al-Raed,Al-Hilal Saudi FC,King Abdullah Sport City Stadium,6,14,1,8140,0,1,4,1,0,0,1,1,5,40,12,5,2017,Tuesday,17,3,15,22.8,8,22.8,8,75,0,,8.3,200.1,17.2,7,11.2,Clear,Clear conditions throughout the day.
52,Al-Nassr Riad,Al-Hilal Saudi FC,Prince Faisal bin Fahad Stadium,8,3,1,17879,1,0,6,2,1,0,4,1,6,50,10,26,2017,Thursday,6,2,24.9,31.5,18,34,18,16.3,0,,10,247.3,21.5,9,19.4,Clear,Clear conditions throughout the day.
69,Al-Faisaly FC,Al-Hilal Saudi FC,Al Majma'ah Sports City Stadium,10,4,1,1796,3,2,9,0,2,0,6,1,5,50,1,1,2018,Monday,14,4,16.6,26.1,5.7,26.1,8.5,25.1,0,,,192.2,16.6,7,22.7,Clear,Clear conditions throughout the day.
89,Al-Fateh,Al-Hilal Saudi FC,Prince Abdullah bin Jalawi Stadium,13,9,1,7924,2,2,6,1,2,0,7,2,5,40,12,10,2017,Sunday,22,3,11.8,19.1,4.6,19.1,8,24.4,0,,9.8,203,17.5,8,40.7,Clear,Clear conditions throughout the day.
97,Al-Fayha FC,Al-Hilal Saudi FC,King Salman Bin Abdulaziz Sport City Stadium,14,11,1,1446,3,3,11,1,2,0,7,3,5,40,12,17,2017,Sunday,29,3,8.4,17.6,0.7,17.6,3.7,59.5,0,,,182.9,15.9,7,19.4,Clear,Clear conditions throughout the day.
